"site.id","Ocean","Latitude","Longitude","Species","Order","Mean","SD","CV....","Reference","dec_lat","dec_lon","dec_lon_deg","dec_lon_min","dec_lat_deg","dec_lat_min","dec_lon_paste","dec_lat_paste","dec_lon_new","dec_lat_new","genus","epithet","species_name","site","BO_parmax","BO_sstmean","BO_bathymin","BO_bathymax","BO_bathymean","MS_biogeo06_bathy_slope_5m","MS_biogeo17_sst_variance_5m","BO2_lightbotmax_bdmin","BO2_tempmax_bdmin","BO2_tempmean_bdmax","BO2_tempmean_bdmean","BO2_tempmean_bdmin","BO2_tempmin_bdmin","BO2_temprange_bdmin","BO2_carbonphytomean_bdmax","BO2_carbonphytomean_bdmean","BO2_carbonphytomean_bdmin","BO2_templtmax_ss","BO2_tempmean_ss","BO2_nitratemin_ss","BO2_ppmax_ss","BO2_ppmean_ss","flor"
"-15_28","North Atlantic","28°N","15°W","Zonaria tonznefortii","Dictyotales",1.06,"n.g.","n.c.","Chkhikvishvili & Ramazanov 2000","28 ","15 ","15","00","28","00","15 00","28 00",-15,28,"Zonaria","tonznefortii","Zonaria_tonznefortii","site_006",47.4659996032715,9.77799987792969,-223,39,-98,0.189999997615814,37.6651992797852,0,20.3607006072998,6.74077749252319,7.56461095809937,10.185471534729,-0.382488340139389,20.7431888580322,0.165401503443718,0.410496175289154,3.20900344848633,18.2987442016602,10.2113571166992,0.106157317757607,0.0363864228129387,0.0124233681708574,0.0676586484738149
"-15_28","North Atlantic","28°N","15°W","Cystoseira foeniculaceae","Fucales",2.16,"n.g.","n.c.","Chkhikvishvili & Ramazanov 2000","28 ","15 ","15","00","28","00","15 00","28 00",-15,28,"Cystoseira","foeniculaceae","Cystoseira_foeniculaceae","site_006",47.4659996032715,9.77799987792969,-223,39,-98,0.189999997615814,37.6651992797852,0,20.3607006072998,6.74077749252319,7.56461095809937,10.185471534729,-0.382488340139389,20.7431888580322,0.165401503443718,0.410496175289154,3.20900344848633,18.2987442016602,10.2113571166992,0.106157317757607,0.0363864228129387,0.0124233681708574,0.774727167552368
"-15_28","North Atlantic","28°N","15°W","Sargassum desfontrainessi","Fucales",1.68,"n.g.","n.c.","Chkhikvishvili & Ramazanov 2000","28 ","15 ","15","00","28","00","15 00","28 00",-15,28,"Sargassum","desfontrainessi","Sargassum_desfontrainessi","site_006",47.4659996032715,9.77799987792969,-223,39,-98,0.189999997615814,37.6651992797852,0,20.3607006072998,6.74077749252319,7.56461095809937,10.185471534729,-0.382488340139389,20.7431888580322,0.165401503443718,0.410496175289154,3.20900344848633,18.2987442016602,10.2113571166992,0.106157317757607,0.0363864228129387,0.0124233681708574,0.524728528934982
"-15_28","North Atlantic","28°N","15°W","Dictytota sp.1","Dictyotales",0.03,"n.g.","n.c.","Chkhikvishvili & Ramazanov 2000","28 ","15 ","15","00","28","00","15 00","28 00",-15,28,"Dictytota","sp.1","Dictytota_sp.1","site_006",47.4659996032715,9.77799987792969,-223,39,-98,0.189999997615814,37.6651992797852,0,20.3607006072998,6.74077749252319,7.56461095809937,10.185471534729,-0.382488340139389,20.7431888580322,0.165401503443718,0.410496175289154,3.20900344848633,18.2987442016602,10.2113571166992,0.106157317757607,0.0363864228129387,0.0124233681708574,-3.2188758248682
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Agarum clathratum (blade summer)","Laminariales",6.43,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Agarum","clathratum","Agarum_clathratum","site_015",45.4309997558594,11.1669998168945,-43,10,-41,0.0299999993294477,7.10620021820068,1.46775073517347e-05,15.9673509597778,10.6982421875,10.7207279205322,11.2527942657471,6.3309965133667,9.63635444641113,2.8960747718811,2.9715211391449,2.50655055046082,14.9395236968994,11.2715320587158,7.58412897994276e-06,0.0242264959961176,0.00503202434629202,1.86252854011626
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Agarum clathratum (stipe winter)","Laminariales",4.29,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Agarum","clathratum","Agarum_clathratum","site_015",47.4659996032715,9.77799987792969,-223,39,-98,0.189999997615814,37.6651992797852,0,20.3607006072998,6.74077749252319,7.56461095809937,10.185471534729,-0.382488340139389,20.7431888580322,0.165401503443718,0.410496175289154,3.20900344848633,18.2987442016602,10.2113571166992,0.106157317757607,0.0363864228129387,0.0124233681708574,1.45861502269952
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Nereocystis luetkeana (blade summer)","Laminariales",1.93,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Nereocystis","luetkeana","Nereocystis_luetkeana","site_015",43.648998260498,8.17500019073486,-187,390,-31,0.259999990463257,18.1042003631592,1.59031060533793e-15,17.7130641937256,7.51023483276367,8.94276523590088,9.74535083770752,3.44850182533264,14.2645626068115,0.218298867344856,1.94245004653931,2.8224778175354,15.1768894195557,9.45653247833252,0.134149581193924,0.0307523626834154,0.0139374472200871,0.662687973075237
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Nereocystis luetkeana (blade winter)","Laminariales",0.43,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Nereocystis","luetkeana","Nereocystis_luetkeana","site_015",43.648998260498,8.17500019073486,-187,390,-31,0.259999990463257,18.1042003631592,1.59031060533793e-15,17.7130641937256,7.51023483276367,8.94276523590088,9.74535083770752,3.44850182533264,14.2645626068115,0.218298867344856,1.94245004653931,2.8224778175354,15.1768894195557,9.45653247833252,0.134149581193924,0.0307523626834154,0.0139374472200871,-0.82098055206983
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Nereocystis luetkeana (stipe winter)","Laminariales",0.21,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Nereocystis","luetkeana","Nereocystis_luetkeana","site_015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51412773262978
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina groenlandica (blade summer)","Laminariales",3.43,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","groenlandica","Saccharina_groenlandica","site_015",51.1189994812012,25.0069999694824,-21,180,10,0.00999999977648258,2.31340003013611,1.10279163578753e-08,27.8792247772217,21.474437713623,23.5937614440918,23.5937614440918,20.3380432128906,7.5411810874939,3.80164527893066,3.71328353881836,3.71328353881836,26.5776138305664,23.6738128662109,0.0311901476234198,0.0828910395503044,0.0402562618255615,1.23547147138531
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina groenlandica (blade winter)","Laminariales",4.36,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","groenlandica","Saccharina_groenlandica","site_015",51.1189994812012,25.0069999694824,-21,180,10,0.00999999977648258,2.31340003013611,1.10279163578753e-08,27.8792247772217,21.474437713623,23.5937614440918,23.5937614440918,20.3380432128906,7.5411810874939,3.80164527893066,3.71328353881836,3.71328353881836,26.5776138305664,23.6738128662109,0.0311901476234198,0.0828910395503044,0.0402562618255615,1.4747630091075
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Agarum clathratum (stipe summer)","Laminariales",4.71,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Agarum","clathratum","Agarum_clathratum","site_015",51.1189994812012,25.0069999694824,-21,180,10,0.00999999977648258,2.31340003013611,1.10279163578753e-08,27.8792247772217,21.474437713623,23.5937614440918,23.5937614440918,20.3380432128906,7.5411810874939,3.80164527893066,3.71328353881836,3.71328353881836,26.5776138305664,23.6738128662109,0.0311901476234198,0.0828910395503044,0.0402562618255615,1.55180879959746
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina groenlandica (stipe winter)","Laminariales",1.93,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","groenlandica","Saccharina_groenlandica","site_015",51.1189994812012,25.0069999694824,-21,180,10,0.00999999977648258,2.31340003013611,1.10279163578753e-08,27.8792247772217,21.474437713623,23.5937614440918,23.5937614440918,20.3380432128906,7.5411810874939,3.80164527893066,3.71328353881836,3.71328353881836,26.5776138305664,23.6738128662109,0.0311901476234198,0.0828910395503044,0.0402562618255615,0.662687973075237
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina latissima (blade summer)","Laminariales",4.71,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","latissima","Saccharina_latissima","site_015",51.1349983215332,13.6149997711182,-36,41,-23,0.0399999991059303,10.2509002685547,8.63107771920113e-08,20.707612991333,12.9690446853638,13.5581827163696,14.1805982589722,8.70898151397705,11.998631477356,1.94342827796936,2.19562149047852,2.52276802062988,18.2228736877441,13.9847526550293,0.0243479181081057,0.0363774076104164,0.0115662645548582,1.55180879959746
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina latissima (blade winter)","Laminariales",6.29,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","latissima","Saccharina_latissima","site_015",48.75,13.3769998550415,-47,89,-19,0.0299999993294477,9.07600021362305,3.39403195539489e-05,18.2078819274902,11.9700937271118,12.9743270874023,13.2750778198242,9.13305377960205,9.07482814788818,1.80824530124664,1.5186265707016,1.58831334114075,16.3009796142578,13.1429681777954,0.00511712720617652,0.017845194786787,0.004949901252985,1.84054963339749
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Agarum clathratum (blade winter)","Laminariales",5.14,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Agarum","clathratum","Agarum_clathratum","site_015",48.4819984436035,12.9479999542236,-46,55,0,0.0199999995529652,6.89279985427856,1.15200741390709e-07,17.805980682373,11.9066801071167,13.0968427658081,13.0968427658081,8.77924633026123,9.02673435211182,1.59431481361389,1.52723789215088,1.52723789215088,16.1719722747803,12.989917755127,0.0558889023959637,0.0160224344581366,0.00813546683639288,1.63899671467564
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina latissima (stipe winter)","Laminariales",35.86,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","latissima","Saccharina_latissima","site_015",52.7970008850098,22.8659992218018,-12,339,41,0.00999999977648258,7.59689998626709,0.107167482376099,27.4669208526611,21.971097946167,22.0764484405518,22.0764484405518,16.1933574676514,11.2735624313354,1.75357699394226,1.74264430999756,1.74264430999756,25.8769035339355,21.6770362854004,0.0309016462415457,0.0291737075895071,0.0181130468845367,3.57990129154419
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Nereocystis luetkeana (stipe summer)","Laminariales",0.29,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Nereocystis","luetkeana","Nereocystis_luetkeana","site_015",52.7970008850098,22.8659992218018,-12,339,41,0.00999999977648258,7.59689998626709,0.107167482376099,27.4669208526611,21.971097946167,22.0764484405518,22.0764484405518,16.1933574676514,11.2735624313354,1.75357699394226,1.74264430999756,1.74264430999756,25.8769035339355,21.6770362854004,0.0309016462415457,0.0291737075895071,0.0181130468845367,-1.20397280432594
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina groenlandica (stipe summer)","Laminariales",1,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","groenlandica","Saccharina_groenlandica","site_015",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,0.00995033085316809
"-151.516666666667_59.5","North IP","59°30'N","151°31'W","Saccharina latissima (stipe summer)","Laminariales",35.71,"n.g.","n.c.","Dubois & Iken 2012","59 30","151 31","151","31","59","30","151 31","59 30",-151.516666666667,59.5,"Saccharina","latissima","Saccharina_latissima","site_015",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,3.5757107560083
"-157_21","North IP","21°N","157°W","Dictyota divaricata","Dictyotales",1.07,"0.23","21.5","Targett et al. 1995","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Dictyota","divaricata","Dictyota_divaricata","site_118",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,0.0769610411361284
"-157_21","North IP","21°N","157°W","Lobophora variegata (incrusting)","Dictyotales",0.81,"0.22","27.16","Targett et al. 1992","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Lobophora","variegata","Lobophora_variegata","site_118",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,-0.198450938723838
"-157_21","North IP","21°N","157°W","Sargassum echinocarpum (reproductive)","Fucales",1.38,"0.25","18.12","Targett et al. 1995","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Sargassum","echinocarpum","Sargassum_echinocarpum","site_118",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,0.3293037471426
"-157_21","North IP","21°N","157°W","Padina japonica","Dictyotales",3.79,"0.52","13.72","Targett et al. 1995","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Padina","japonica","Padina_japonica","site_118",53.8580017089844,24.5550003051758,-27,34,-3,0.0199999995529652,2.29130005836487,0.000611699710134417,26.6229763031006,22.1892127990723,23.5152969360352,23.6176452636719,20.8266143798828,5.79636240005493,2.72914624214172,2.25435781478882,2.23472714424133,25.2587833404541,23.1027641296387,0.000595169782172889,0.031588364392519,0.0139244310557842,1.33500106673234
"-157_21","North IP","21°N","157°W","Sargassum echinocarpum (non reproductive)","Fucales",2.03,"0.6","29.56","Targett et al. 1995","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Sargassum","echinocarpum","Sargassum_echinocarpum","site_118",55.2929992675781,24.30299949646,-20,30,7,0.0199999995529652,0.812900006771088,0.0115180257707834,27.8682613372803,25.1286544799805,25.1476020812988,25.1476020812988,22.5600509643555,5.30820941925049,1.27265906333923,1.29084134101868,1.29084134101868,26.0604953765869,24.0451431274414,0.00542013673111796,0.0208561532199383,0.0105777457356453,0.712949807856125
"-157_21","North IP","21°N","157°W","Turbinaria ornata","Fucales",1.56,"0.36","23.08","Targett et al. 1995","21 ","157 ","157","00","21","00","157 00","21 00",-157,21,"Turbinaria","ornata","Turbinaria_ornata","site_118",55.2929992675781,24.30299949646,-20,30,7,0.0199999995529652,0.812900006771088,0.0115180257707834,27.8682613372803,25.1286544799805,25.1476020812988,25.1476020812988,22.5600509643555,5.30820941925049,1.27265906333923,1.29084134101868,1.29084134101868,26.0604953765869,24.0451431274414,0.00542013673111796,0.0208561532199383,0.0105777457356453,0.451075619360217
"-166.416666666667_53.6333333333333","North IP","53°38'N","166°25'W","Eualaria fistulosa (barren areas)","Laminariales",4.4,"0.99","22.55","Schuster & Konar 2014","53 38","166 25","166","25","53","38","166 25","53 38",-166.416666666667,53.6333333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_083",55.2929992675781,24.30299949646,-20,30,7,0.0199999995529652,0.812900006771088,0.0115180257707834,27.8682613372803,25.1286544799805,25.1476020812988,25.1476020812988,22.5600509643555,5.30820941925049,1.27265906333923,1.29084134101868,1.29084134101868,26.0604953765869,24.0451431274414,0.00542013673111796,0.0208561532199383,0.0105777457356453,1.48387468945875
"-166.416666666667_53.6333333333333","North IP","53°38'N","166°25'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",4.06,"1.24","30.63","Schuster & Konar 2014","53 38","166 25","166","25","53","38","166 25","53 38",-166.416666666667,53.6333333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_083",55.2929992675781,24.30299949646,-20,30,7,0.0199999995529652,0.812900006771088,0.0115180257707834,27.8682613372803,25.1286544799805,25.1476020812988,25.1476020812988,22.5600509643555,5.30820941925049,1.27265906333923,1.29084134101868,1.29084134101868,26.0604953765869,24.0451431274414,0.00542013673111796,0.0208561532199383,0.0105777457356453,1.4036429994545
"-169.85_52.8833333333333","North IP","52°53'N","169°51'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",3.38,"2.8","83.1","Schuster & Konar 2014","52 53","169 51","169","51","52","53","169 51","52 53",-169.85,52.8833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_082",55.2929992675781,24.30299949646,-20,30,7,0.0199999995529652,0.812900006771088,0.0115180257707834,27.8682613372803,25.1286544799805,25.1476020812988,25.1476020812988,22.5600509643555,5.30820941925049,1.27265906333923,1.29084134101868,1.29084134101868,26.0604953765869,24.0451431274414,0.00542013673111796,0.0208561532199383,0.0105777457356453,1.22082992139236
"-174.083333333333_52.7","North IP","52°42'N","174°05'W","Eualaria fistulosa (barren areas)","Laminariales",5.13,"0.9","17.55","Schuster & Konar 2014","52 42","174 05","174","05","52","42","174 05","52 42",-174.083333333333,52.7,"Eualaria","fistulosa","Eualaria_fistulosa","site_081",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.63705307946707
"-174.083333333333_52.7","North IP","52°42'N","174°05'W","Eualaria fistulosa (barren areas)","Laminariales",0.88,"0.82","93.74","Schuster & Konar 2014","52 42","174 05","174","05","52","42","174 05","52 42",-174.083333333333,52.7,"Eualaria","fistulosa","Eualaria_fistulosa","site_081",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,-0.116533816255952
"-174.083333333333_52.7","North IP","52°42'N","174°05'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",4.16,"0.74","17.81","Schuster & Konar 2014","52 42","174 05","174","05","52","42","174 05","52 42",-174.083333333333,52.7,"Eualaria","fistulosa","Eualaria_fistulosa","site_081",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.42791603581071
"-176.6_51.8666666666667","North IP","51°52'N","176°36'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",2.81,"0.74","26.36","Schuster & Konar 2014","51 52","176 36","176","36","51","52","176 36","51 52",-176.6,51.8666666666667,"Eualaria","fistulosa","Eualaria_fistulosa","site_078",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.03673688495002
"-177.633333333333_51.8166666666667","North IP","51°49'N","177°38'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",4.94,"0.82","16.6","Schuster & Konar 2014","51 49","177 38","177","38","51","49","177 38","51 49",-177.633333333333,51.8166666666667,"Eualaria","fistulosa","Eualaria_fistulosa","site_080",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.5993875765806
"-177.633333333333_51.9333333333333","North IP","51°56'N","177°38'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",3.13,"2.49","79.58","Schuster & Konar 2014","51 56","177 38","177","38","51","56","177 38","51 56",-177.633333333333,51.9333333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_079",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.14422279992016
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (barren areas)","Laminariales",2,"0.82","41.01","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,0.698134722070984
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (barren areas)","Laminariales",3.34,"0.16","4.75","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.20896034583697
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (barren areas)","Laminariales",3.06,"0.82","26.8","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",58.2280006408691,26.746000289917,-45,54,17,0.0500000007450581,0.694100022315979,2.96553116641007e-06,28.3325099945068,25.5961475372314,26.2695083618164,26.2695083618164,24.3561058044434,3.97640490531921,0.845275819301605,1.15564250946045,1.15564250946045,27.4747467041016,25.9748706817627,0.00732108531519771,0.0202529225498438,0.00945320446044207,1.12167756159911
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",4.66,"0.33","7.1","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",54.3709983825684,27.0949993133545,-35,2,-22,0.0199999995529652,0.920499980449677,0.00682665780186653,28.9442291259766,26.3062152862549,26.5162162780762,26.7500057220459,24.7776260375977,4.16660213470459,0.824359595775604,0.877483606338501,0.992958307266235,28.2070274353027,26.6489505767822,0.00137881853152066,0.00853822659701109,0.00402258103713393,1.54115907168081
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (barren areas)","Laminariales",1.75,"1.48","84.66","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",55.9519996643066,27.238000869751,-14,161,66,0.0199999995529652,0.95880001783371,0.222398847341537,28.964822769165,26.6974201202393,26.8093948364258,26.8093948364258,24.8513736724854,4.11344814300537,1.00433754920959,0.991001784801483,0.991001784801483,28.3205509185791,26.7498798370361,0.00291937799192965,0.00929939839988947,0.0044392473064363,0.56531380905006
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (foliose algal assemblages)","Laminariales",3.44,"1.65","48.07","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",53.7540016174316,27.4619998931885,-22,83,11,0.0199999995529652,1.18089997768402,0.00219323509372771,28.9458827972412,26.5599937438965,26.7643756866455,26.7643756866455,24.7961521148682,4.14973068237305,0.880144059658051,0.999758124351501,0.999758124351501,28.2058868408203,26.6435871124268,0.00120476796291769,0.00855801347643137,0.00413420330733061,1.23837423104327
"-178.066666666667_51.7833333333333","North IP","51°47'N","178°04'W","Eualaria fistulosa (barren areas)","Laminariales",1.47,"1.06","71.99","Schuster & Konar 2014","51 47","178 04","178","04","51","47","178 04","51 47",-178.066666666667,51.7833333333333,"Eualaria","fistulosa","Eualaria_fistulosa","site_077",55.9519996643066,27.238000869751,-14,161,66,0.0199999995529652,0.95880001783371,0.222398847341537,28.964822769165,26.6974201202393,26.8093948364258,26.8093948364258,24.8513736724854,4.11344814300537,1.00433754920959,0.991001784801483,0.991001784801483,28.3205509185791,26.7498798370361,0.00291937799192965,0.00929939839988947,0.0044392473064363,0.392042087776024
"-2.2_36.8666666666667","North Atlantic","36°52'N","2°12'W","Cystoseira tamariscifolia (summer)","Fucales",8,"n.g.","n.c.","Abdala-Díaz et al. 2006","36 52","2 12","2","12","36","52","2 12","36 52",-2.2,36.8666666666667,"Cystoseira","tamariscifolia","Cystoseira_tamariscifolia","site_001",54.3709983825684,27.0949993133545,-35,2,-22,0.0199999995529652,0.920499980449677,0.00682665780186653,28.9442291259766,26.3062152862549,26.5162162780762,26.7500057220459,24.7776260375977,4.16660213470459,0.824359595775604,0.877483606338501,0.992958307266235,28.2070274353027,26.6489505767822,0.00137881853152066,0.00853822659701109,0.00402258103713393,2.08069076108027
