"Ocean","Longitude","Latitude","Scientific name","Order","Mean","CV","Reference"
"South Atlantic",-39.0333333333333,-16.4,"Sargassum vulgare","Fucales",0.1,0.2,"Present study"
"South Atlantic",-39.0333333333333,-16.4,"Lobophora variegata","Dictyotales",0.8,0.6625,"Present study"
"North Atlantic",-4.56666666666667,48.35,"Sargassum muticum","Fucales",10.88,NA,"Tanniou et al. 2014"
"North Atlantic",-4.61666666666667,54.0833333333333,"Ascophyllum nodosum","Fucales",6.78,NA,"Pavia et al. 1999"
"North Atlantic",-4.61666666666667,54.0833333333333,"Ascophyllum nodosum","Fucales",7.56,NA,"Pavia et al. 1999"
"North Atlantic",-4.61666666666667,54.0833333333333,"Ascophyllum nodosum","Fucales",8.22,NA,"Pavia et al. 1999"
"North Atlantic",-4.61666666666667,54.0833333333333,"Ascophyllum nodosum","Fucales",11.55,NA,"Pavia et al. 1999"
"North IP",-4.65,48.5333333333333,"Fucus serratus","Fucales",4.27,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Fucus spiralis","Fucales",3.88,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Bifurcaria bifurcata","Fucales",3.73,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Laminaria digitata","Laminariales",0.13,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Pelvetia canaliculata","Fucales",3.39,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Ascophyllum nodosum","Fucales",6,NA,"Connan et al. 2007"
"North IP",-4.65,48.5333333333333,"Himanthalia elongata","Fucales",2.17,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Pelvetia canaliculata","Fucales",3,NA,"Connan et al. 2007"
"North IP",-4.65,48.5333333333333,"Sargassum muticum","Fucales",4.9,0.591836734693878,"Connan et al. 2006"
"North IP",-4.65,48.5333333333333,"Ascophyllum nodosum","Fucales",5.75,NA,"Connan et al. 2004"
"North IP",-4.65,48.5333333333333,"Bifurcaria bifurcata","Fucales",4,NA,"Connan et al. 2007"
"North IP",-4.65,48.5333333333333,"Fucus vesiculosus","Fucales",5.93,NA,"Connan et al. 2004"
"South Atlantic",-40.4666666666667,-20.6333333333333,"Dictyopteris delicatula","Dictyotales",0.12,0.166666666666667,"Present study"
"South Atlantic",-40.4666666666667,-20.6333333333333,"Padina gymnospora","Dictyotales",0.87,0.0229885057471264,"Present study"
"South Atlantic",-40.4666666666667,-20.6333333333333,"Sargassum ramifolium","Fucales",0.16,0.375,"Present study"
"South Atlantic",-40.4666666666667,-20.6333333333333,"Spatoglossum schroederi","Dictyotales",4.3,0.17906976744186,"Present study"
"South Atlantic",-40.4666666666667,-20.6333333333333,"Dictyota mertensii","Dictyotales",0.1,0.1,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Colpomenia sinuosa","Ectocarpales",0.25,0.08,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Sargassum vulgare","Fucales",1.1,0.309090909090909,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Stypopodium zonale","Dictyotales",1.72,0.284883720930233,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Canistrocarpus cervicornis","Dictyotales",0.18,0,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Padina gymnospora","Dictyotales",0.22,0.454545454545455,"Present study"
"South Atlantic",-41.95,-22.7333333333333,"Dictyota mertensii","Dictyotales",0.18,0.166666666666667,"Present study"
"South Atlantic",-42.95,-22.7333333333333,"Sargassum furcatum","Fucales",0.5,NA,"Pereira & Yoneshigue-Valentin 1999"
"South Atlantic",-43.8666666666667,-22.9333333333333,"Sargassum vulgare","Fucales",2.59,0.0463320463320463,"Plouguerné et al 2012"
"South Atlantic",-43.8666666666667,-22.9333333333333,"Sargassum vulgare","Fucales",3.32,0.0421686746987952,"Plouguerné et al 2012"
"South Atlantic",-43.8666666666667,-22.9333333333333,"Sargassum vulgare","Fucales",1.9,0.0315789473684211,"Plouguerné et al 2012"
"South Atlantic",-48.4666666666667,-27.4166666666667,"Padina gymnospora","Dictyotales",0.58,0.517241379310345,"Present study"
"South Atlantic",-58.9666666666667,-62.2,"Desmarestia menziesii","Desmarestiales",5.11,0.0626223091976517,"Gómez & Huovinen 2015"
"North Atlantic",-63.9333333333333,44.4833333333333,"Fucus vesiculosus","Fucales",7.3,0.0863013698630137,"Denton et al. 1990"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Cystophaera jacquinotii","Fucales",2.93,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Cystophaera jacquinotii","Fucales",4.53,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia anceps","Desmarestiales",4,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia anceps","Desmarestiales",2,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia anceps","Desmarestiales",4.53,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia antarctica","Desmarestiales",8.93,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia menziesii","Desmarestiales",1.33,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia menziesii","Desmarestiales",2.8,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Himantothallus grandifolius","Desmarestiales",6.27,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Himantothallus grandifolius","Desmarestiales",6.8,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Himantothallus grandifolius","Desmarestiales",5.2,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Phaeurus antarcticus","Desmarestiales",4.93,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Cystophaera jacquinotii","Fucales",0.53,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Ascoseira mirabilis","Ascoseirales",2.27,NA,"Iken et al. 2007"
"South Atlantic",-64.0666666666667,-64.7666666666667,"Desmarestia menziesii","Desmarestiales",6,NA,"Fairhead et al. 2006"
"North Atlantic",-64.6666666666667,32.3833333333333,"Sargassum fluitans","Fucales",0.77,0.168831168831169,"Targett et al. 1995"
"North Atlantic",-64.7166666666667,32.3166666666667,"Lobophora variegata","Dictyotales",6.17,0.0615883306320908,"Arnold & Targett 2000"
"North Atlantic",-64.7166666666667,32.3166666666667,"Lobophora variegata","Dictyotales",6.31,0.150554675118859,"Targett et al. 1995"
"North Atlantic",-64.7166666666667,32.3166666666667,"Colpomenia sinuosa","Ectocarpales",1.74,0.172413793103448,"Targett et al. 1995"
"North Atlantic",-64.7166666666667,32.3166666666667,"Padina gymnospora","Dictyotales",4.74,NA,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Dictyopteris justii","Dictyotales",5.62,0.144128113879004,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Dictyota dichotoma","Dictyotales",0.88,0.784090909090909,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Lobophora variegata","Dictyotales",7.51,0.229027962716378,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Dictyota spp.","Dictyotales",0.52,0.711538461538461,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Stypopodium zonale","Dictyotales",15.85,0.00883280757097792,"Targett et al. 1995"
"North Atlantic",-64.7333333333333,32.3333333333333,"Lobophora variegata","Dictyotales",19.38,0.170794633642931,"Targett et al. 1995"
"North Atlantic",-64.8166666666667,32.45,"Lobophora variegata","Dictyotales",8.68,0.0161290322580645,"Targett et al. 1995"
"North Atlantic",-64.8166666666667,32.45,"Stypopodium zonale","Dictyotales",1.81,0.38121546961326,"Targett et al. 1995"
"North Atlantic",-69,45,"Ascophyllum nodosum","Fucales",3.03,0.178217821782178,"Targett et al. 1992"
"North Atlantic",-69,47,"Fucus vesiculosus","Fucales",4.71,0.339702760084926,"Targett et al. 1992"
"South IP",-70.9666666666667,-27.65,"Lessonia berteroana","Laminariales",2.47,0.57085020242915,"Koch et al. 2015"
"South IP",-71.15,-28.1833333333333,"Lessonia berteroana","Laminariales",4.21,0.334916864608076,"Koch et al. 2015"
"South IP",-71.2833333333333,-29.8166666666667,"Lessonia berteroana","Laminariales",2.68,1.05223880597015,"Koch et al. 2015"
"South IP",-71.4666666666667,-32.3166666666667,"Lessonia spicata","Laminariales",1.95,0.179487179487179,"Koch et al. 2015"
"South IP",-71.4833333333333,-29.0666666666667,"Lessonia spicata","Laminariales",1.09,0.752293577981651,"Koch et al. 2015"
"South IP",-71.6333333333333,-33.5,"Lessonia nigrescens","Laminariales",0.09,NA,"Martínez 1996"
"South IP",-71.6833333333333,-30.8333333333333,"Lessonia spicata","Laminariales",0.81,0.432098765432099,"Koch et al. 2015"
"North Atlantic",-72.3,21.7833333333333,"Sargassum hystrix","Fucales",2.94,NA,"Targett et al. 1995"
"North Atlantic",-72.3,21.7833333333333,"Lobophora variegata","Dictyotales",6.95,0.273381294964029,"Targett et al. 1995"
"North Atlantic",-72.3,21.7833333333333,"Sargassum platycarpum","Fucales",0.98,NA,"Targett et al. 1995"
"South IP",-73.3833333333333,-39.85,"Durvillaea antarctica","Fucales",1.56,NA,"Cruces et al. 2013"
"South IP",-73.3833333333333,-39.85,"Lessonia spicata","Laminariales",0.53,0.113207547169811,"Cruces et al. 2015"
"South IP",-73.3833333333333,-39.85,"Lessonia nigrescens","Laminariales",0.62,NA,"Cruces et al. 2013"
"South IP",-73.4,-39.85,"Desmarestia antarctica","Desmarestiales",0.93,0.161290322580645,"Duarte et al. 2011"
"South IP",-73.4,-39.85,"Desmarestia antarctica","Desmarestiales",1.32,0.0984848484848485,"Duarte et al. 2011"
"North Atlantic",-8.76666666666667,37.6333333333333,"Sargassum muticum","Fucales",17.63,NA,"Tanniou et al. 2013"
"North Atlantic",-8.76666666666667,37.8166666666667,"Sargassum muticum","Fucales",14.5,NA,"Tanniou et al. 2013"
"North Atlantic",-8.85,41.6833333333333,"Laminaria ochroleuca","Laminariales",0.02,0,"Rodil et al. 2015a"
"North Atlantic",-8.85,41.6833333333333,"Sargassum muticum","Fucales",0.07,0.142857142857143,"Rodil et al. 2015a"
"North Atlantic",-8.85,60.5833333333333,"Sargassum muticum","Fucales",14.5,NA,"Tanniou et al. 2013"
"North Atlantic",-8.85,60.5833333333333,"Sargassum muticum","Fucales",17.13,NA,"Tanniou et al. 2013"
"North Atlantic",-8.85,60.5833333333333,"Sargassum muticum","Fucales",7.75,NA,"Tanniou et al. 2013"
"North Atlantic",-86.9,20.4333333333333,"Lobophora variegata","Dictyotales",11.09,0.357078449053201,"Targett et al. 1995"
"North Atlantic",-87.5333333333333,17.3,"Lobophora variegata","Dictyotales",10.82,0.0951940850277264,"Targett et al. 1995"
"North Atlantic",-88.1,16.8,"Lobophora variegata","Dictyotales",11.21,0.342551293487957,"Targett et al. 1995"
"North Atlantic",-88.1,16.8,"Stypopodium zonale","Dictyotales",3.25,0.449230769230769,"Targett et al. 1995"
"North Atlantic",-88,17,"Sargassum hystrix","Fucales",4.6,0.380434782608696,"Targett et al. 1992"
"North Atlantic",-88,17,"Stypopodium zonale","Dictyotales",14.92,0.196380697050938,"Targett et al. 1992"
"North Atlantic",-88,17,"Dictyota divaricata","Dictyotales",1.34,0.26865671641791,"Targett et al. 1992"
"North Atlantic",-88,17,"Turbinaria turbinata","Fucales",4.59,0.169934640522876,"Targett et al. 1992"
"North Atlantic",-88,17,"Lobophora variegata","Dictyotales",13.39,0.261389096340553,"Targett et al. 1992"
"North Atlantic",-88,17,"Padina jamaicensis","Dictyotales",1.79,0.201117318435754,"Targett et al. 1992"
"North Atlantic",-88,17,"Turbinaria tricostata","Fucales",3.99,0.31077694235589,"Targett et al. 1992"
"North Atlantic",-88,17,"Lobophora variegata","Dictyotales",8.33,0.112845138055222,"Targett et al. 1992"
"North Atlantic",-9.05,42.5666666666667,"Sargassum muticum","Fucales",0.1,0.3,"Rodil et al. 2015b"
"North Atlantic",-9.05,42.5666666666667,"Laminaria ochroleuca","Laminariales",0.12,0.333333333333333,"Rodil et al. 2015b"
"North Atlantic",-9.4,52.8333333333333,"Sargassum muticum","Fucales",8,NA,"Tanniou et al. 2013"
"North Atlantic",-9.43333333333333,52.85,"Sargassum muticum","Fucales",7.75,NA,"Tanniou et al. 2013"
"North Atlantic",-9.55,53.1333333333333,"Fucus spiralis","Fucales",12.86,0.0046656298600311,"Tierney et al. 2013b"
"North Atlantic",-9.55,53.1333333333333,"Pelvetia canaliculata","Fucales",13.33,0,"Tierney et al. 2013b"
"North Atlantic",-9.55,53.1333333333333,"Ascophyllum nodosum","Fucales",14.6,0.0219178082191781,"Tierney et al. 2013b"
"North Atlantic",-9.55,53.15,"Ascophyllum nodosum","Fucales",12.74,0.0588697017268446,"Tierney et al. 2013a"
"North Atlantic",-9.55,53.15,"Fucus spiralis","Fucales",18.75,0.0517333333333333,"Tierney et al. 2013a"
"North IP",109.2,12.25,"Sargassum denticarpum","Fucales",0.1,NA,"Cuong et al. 2015"
"North IP",109.2,12.25,"Sargassum mcclurei","Fucales",0.21,NA,"Cuong et al. 2015"
"North IP",109.2,12.25,"Sargassum olygocystum","Fucales",0.24,NA,"Cuong et al. 2015"
"North IP",109.2,12.25,"Sargassum serratum","Fucales",0.13,NA,"Cuong et al. 2015"
"North IP",109.2,12.25,"Sargassum polycystum","Fucales",0.07,NA,"Cuong et al. 2015"
"North IP",109.2,12.25,"Sargassum aquifolium","Fucales",0.68,NA,"Cuong et al. 2015"
"North Atlantic",11.1166666666667,58.9,"Laminaria hyperborea","Laminariales",2.96,0.385135135135135,"Toth & Pavia 2002"
"North Atlantic",11.1166666666667,58.9,"Ascophyllum nodosum","Fucales",5.81,NA,"Pavia et al. 2003"
"North Atlantic",11.1166666666667,58.9,"Ascophyllum nodosum","Fucales",8.22,NA,"Pavia et al. 1999"
"North Atlantic",11.1166666666667,58.9,"Ascophyllum nodosum","Fucales",5.59,0.107334525939177,"Toth et al. 2007"
"North Atlantic",11.1166666666667,58.9,"Ascophyllum nodosum","Fucales",7.78,NA,"Pavia et al. 1999"
"North Atlantic",11.1166666666667,58.9,"Ascophyllum nodosum","Fucales",4,NA,"Pavia & Toth 2000"
"South IP",113.216666666667,-25.6166666666667,"Hormophysa cuneiformis","Fucales",0.76,0.776315789473684,"Van Hees et al. 2017"
"South IP",113.216666666667,-25.6166666666667,"Sargassopsis decurrens","Fucales",0.99,0.545454545454546,"Van Hees et al. 2017"
"South IP",113.216666666667,-25.6166666666667,"Sirophysalis trinodis","Fucales",1.05,0.561904761904762,"Van Hees et al. 2017"
"South IP",113.216666666667,-25.6166666666667,"Sporochnus moorei","Sporochnales",1.15,0.556521739130435,"Van Hees et al. 2017"
"South IP",114.166666666667,-22.35,"Cystoseira trinoids","Fucales",0.38,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Padina spp.","Dictyotales",1.13,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Sargassum spp.","Fucales",0.67,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Lobophora variegata","Dictyotales",1.46,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Sargassum spp.","Fucales",0.83,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Dictyota spiralis","Dictyotales",0.31,NA,"Steinberg & Paul 1990"
"South IP",114.166666666667,-22.35,"Sargassum spp.1","Fucales",0.46,NA,"Steinberg & Paul 1990"
"South IP",114.2,-21.9333333333333,"Dictyota ceylanica","Dictyotales",0.35,0.2,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Hormophysa cuneiformis","Fucales",0.72,0.305555555555556,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Padinasp. NA","Dictyotales",1.95,0.112820512820513,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Sargassum polyphyllum","Fucales",0.63,0.285714285714286,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Lobophora variegata","Dictyotales",0.31,0.0967741935483871,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Sargassum ligulatum","Fucales",0.33,0.303030303030303,"Van Hees et al. 2017"
"South IP",114.2,-21.9333333333333,"Sirophysalis trinodis","Fucales",0.55,0.490909090909091,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Dictyota ciliolata","Dictyotales",0.95,0.821052631578947,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Dictyota naevosa","Dictyotales",1.06,0.69811320754717,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Dictyota sp.","Dictyotales",0.43,0.0930232558139535,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Distromium sp.","Dictyotales",2.24,0.589285714285714,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Sargassum oligocystin","Fucales",0.28,0.892857142857143,"Van Hees et al. 2017"
"South IP",114.216666666667,-28.1666666666667,"Sargassum paradoxum","Fucales",1.28,0.34375,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Dictyopteris muelleri","Dictyotales",0.48,0.145833333333333,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Dilophus sp.","Dictyotales",1.11,0.216216216216216,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Distromium sp.","Dictyotales",4.4,0.327272727272727,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Ecklonia radiata","Laminariales",3.37,0.299703264094955,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Myriodesma serrulata","Fucales",1.17,0.290598290598291,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Sargassum paradoxum","Fucales",2.94,0.204081632653061,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Spatoglossum macrodontum","Dictyotales",1.81,0.337016574585635,"Van Hees et al. 2017"
"South IP",115.1,-30.4833333333333,"Zonaria turneriana","Dictyotales",4.78,0.182008368200837,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Cystophora grevillei","Fucales",10.99,0.414922656960873,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Cystophora sp.","Fucales",9.36,0.145299145299145,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Lobophora variegata","Dictyotales",8.73,0.269186712485682,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Sargassum linearifolium","Fucales",4.16,0.442307692307692,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Scaberia agardhii","Fucales",4.73,0.306553911205074,"Van Hees et al. 2017"
"South IP",115.1,-33.55,"Sirophysalis trinodis","Fucales",0.36,4.41666666666667,"Van Hees et al. 2017"
"South IP",115,-21.45,"Dictyota australis","Dictyotales",1.63,0.466257668711656,"Van Hees et al. 2017"
"South IP",115,-21.45,"Dictyota ceylanica","Dictyotales",0.35,0.171428571428571,"Van Hees et al. 2017"
"South IP",115,-21.45,"Sargassum marginatum","Fucales",0.7,0.385714285714286,"Van Hees et al. 2017"
"South IP",115,-21.45,"Sargassopsis decurrens","Fucales",0.51,0.333333333333333,"Van Hees et al. 2017"
"South IP",115,-21.45,"Sargassum ligulatum","Fucales",0.25,0.28,"Van Hees et al. 2017"
"South IP",115,-21.45,"Padinasp. NA","Dictyotales",1.73,0.0346820809248555,"Van Hees et al. 2017"
"South IP",115,-21.45,"Sargassum sp.","Fucales",0.31,0.516129032258065,"Van Hees et al. 2017"
"South IP",115,-21.45,"Sirophysalis trinodis","Fucales",0.87,0.379310344827586,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Hormophysa cuneiformis","Fucales",2.59,0.254826254826255,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Padinasp. NA","Dictyotales",2.18,0.192660550458716,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Sargassum ligulatum","Fucales",1.13,0.353982300884956,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Sargassum polycystum","Fucales",1.42,0.28169014084507,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Sargassum rasta","Fucales",0.81,0.148148148148148,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Sirophysalis trinodis","Fucales",1.14,0.324561403508772,"Van Hees et al. 2017"
"South IP",122.866666666667,-16.55,"Turbinaria gracilis","Fucales",2.96,0.364864864864865,"Van Hees et al. 2017"
"North IP",126.516666666667,33.3666666666667,"Ecklonia cava","Laminariales",5.66,0.00706713780918728,"Kim et al. 2006"
"North Atlantic",13.2833333333333,38.2,"Cystoseira amentacea","Fucales",0.48,0.0208333333333333,"Mannino et al. 2015"
"North Atlantic",13.2833333333333,38.2,"Cystoseira amentacea","Fucales",0.76,0.184210526315789,"Mannino et al. 2015"
"North Atlantic",13.2833333333333,38.2,"Cystoseira amentacea","Fucales",0.8,0.0875,"Mannino et al. 2015"
"North Atlantic",13.2833333333333,38.2,"Cystoseira amentacea","Fucales",0.37,0.135135135135135,"Mannino et al. 2015"
"North IP",130.6,35.1333333333333,"Ecklonia bicyclis","Laminariales",3.1,NA,"Shibata et al. 2004"
"North IP",130.6,35.1333333333333,"Eisenia kurome","Laminariales",3,NA,"Shibata et al. 2004"
"North IP",130.6,35.1333333333333,"Ecklonia cava","Laminariales",3.3,NA,"Shibata et al. 2004"
"North IP",135.833333333333,35.55,"Sargassum hemiphyllum","Fucales",7.06,0.515580736543909,"Kamiya et al. 2010"
"North IP",135.833333333333,35.55,"Sargassum patens","Fucales",6.35,0.500787401574803,"Kamiya et al. 2010"
"North IP",135.833333333333,35.55,"Sargassum confusum","Fucales",9.12,0.348684210526316,"Kamiya et al. 2010"
"North IP",135.833333333333,35.55,"Myagropsis myagroides","Fucales",3.18,0.852201257861635,"Kamiya et al. 2010"
"North IP",135.833333333333,35.55,"Sargassum siliquastrum","Fucales",5.65,0.398230088495575,"Kamiya et al. 2010"
"South IP",138,-35,"Cystophora expansa","Fucales",8.87,0.131905298759865,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora brownii","Fucales",13.02,0.043010752688172,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Sargassum sp.","Fucales",4.24,0.129716981132075,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Caulocystis cephalornithos","Fucales",4.42,0.0882352941176471,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora monilifera","Fucales",7.63,0.0982961992136304,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora moniliformis","Fucales",12.16,0.0830592105263158,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora platylobium","Fucales",4.46,0.320627802690583,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora polycistidea","Fucales",6.66,0.115615615615616,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora siliquosa","Fucales",13.1,0.0488549618320611,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Sargassum sp.","Fucales",4.46,0.109865470852018,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Ecklonia radiata","Laminariales",7.46,0.115281501340483,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Sargassum bracteolosum","Fucales",11.46,0.0863874345549738,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Sargassum decipiens","Fucales",5.18,0.0386100386100386,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Scaberia agardhii","Fucales",7.25,0.12,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Scytothalia dorycarpa","Fucales",6.01,0.118136439267887,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Sargassum sp.","Fucales",6.92,0.0549132947976879,"Steinberg 1989 (summer data)"
"South IP",138,-35,"Cystophora subfarcinata","Fucales",12.16,0.0509868421052632,"Steinberg 1989 (summer data)"
"South IP",140,-34,"Ecklonia radiata","Laminariales",7.46,0.0871313672922252,"Steinberg & Van Altena 1992"
"South IP",140,-34,"Homoeostrichus sinclairii","Dictyotales",3.11,0.0868167202572347,"Steinberg & Van Altena 1992"
"South IP",140,-34,"Sargassum linearifolium","Fucales",2.63,0.11787072243346,"Steinberg & Van Altena 1992"
"South IP",140,-34,"Sargassum sp.1","Fucales",2.85,0.119298245614035,"Steinberg & Van Altena 1992"
"South IP",140,-34,"Phyllospora comosa","Fucales",2.16,0.236111111111111,"Steinberg & Van Altena 1992"
"South IP",140,-34,"Zonaria diesigiana","Dictyotales",6.67,0.0869565217391304,"Steinberg & Van Altena 1992"
"North IP",144.65,13.4,"Sargassum polycystum","Fucales",0.84,0.273809523809524,"Van Alstyne & Paul 1990"
"North IP",144.65,13.4,"Turbinaria ornata","Fucales",1.44,0.166666666666667,"Van Alstyne & Paul 1990"
"North IP",144.65,13.4,"Padina tenuis","Dictyotales",0.74,0.472972972972973,"Van Alstyne & Paul 1990"
"North IP",144.666666666667,13.25,"Dictyota bartayresii","Dictyotales",0.19,0.157894736842105,"Van Alstyne & Paul 1990"
"North IP",144.666666666667,13.25,"Hydroclathrus clathratus","Ectocarpales",0.5,0.32,"Van Alstyne & Paul 1990"
"North IP",144.783333333333,13.4166666666667,"Dictyota cervicornis","Dictyotales",0.53,0.39622641509434,"Van Alstyne & Paul 1990"
"North IP",144.783333333333,13.4166666666667,"Turbinaria ornata","Fucales",1.62,0.135802469135802,"Van Alstyne & Paul 1990"
"North IP",144.783333333333,13.4166666666667,"Sargassum cristaefolium","Fucales",1.24,0.112903225806452,"Van Alstyne & Paul 1990"
"South IP",144.866666666667,-38.15,"Macrocystis angustifolia","Laminariales",0.62,0.32258064516129,"Steinberg 1989 (winter data)"
"South IP",144.866666666667,-38.15,"Durvillae potatorum","Fucales",0.63,0.428571428571429,"Steinberg 1989 (winter data)"
"South IP",146.8,-10.25,"Hormophysa triquetra","Fucales",2.32,0.107758620689655,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum decurrens","Fucales",2.75,0.356363636363636,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum oligocystum","Fucales",2.51,0.151394422310757,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum sp.","Fucales",2.05,0.292682926829268,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum linearifolium","Fucales",2.06,0.237864077669903,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum sp.","Fucales",2.14,0.252336448598131,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Padina spp.","Dictyotales",2.49,0.216867469879518,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum polycystum","Fucales",1.82,0.21978021978022,"Steinberg et al. 1991"
"South IP",146.8,-10.25,"Sargassum sp.","Fucales",2.53,0.177865612648221,"Steinberg et al. 1991"
"South IP",150.65,-33.9833333333333,"Sargassum globulariaefolium","Fucales",6.83,0.0922401171303075,"Steinberg et al. 1991"
"South IP",150.65,-33.9833333333333,"Sargassum sp.","Fucales",7.61,0.226018396846255,"Steinberg et al. 1991"
"South IP",150.65,-33.9833333333333,"Sargassum vestitum","Fucales",5.7,0.110526315789474,"Steinberg et al. 1991"
"South IP",150.65,-33.9833333333333,"Sargassum linearifolium","Fucales",1.99,0.21105527638191,"Steinberg et al. 1991"
"South IP",150.65,-33.9833333333333,"Homoeostrichus sinclairii","Dictyotales",3.76,0.154255319148936,"Steinberg et al. 1991"
