"Ocean","Longitude","Latitude","Scientific name","Order","Mean","CV","Reference"
"South IP",151,-33,"Sargassum vestitum","Fucales",6.71,0.0625931445603577,"Steinberg 1989 (summer data)"
"South IP",151,-33,"Sargassum globulariaefolium","Fucales",7.85,0.208917197452229,"Steinberg 1989 (winter data)"
"South IP",151,-33,"Sargassum vestitum","Fucales",6.97,0.203730272596844,"Steinberg 1989 (winter data)"
"South IP",151,-33,"Acrocarpia paniculata","Fucales",5.16,0.176356589147287,"Steinberg 1989 (summer data)"
"South IP",151,-33,"Sargassum sp.","Fucales",3,0.123333333333333,"Steinberg 1989 (summer data)"
"South IP",151,-33,"Sargassum sp.","Fucales",3.18,0.10377358490566,"Steinberg 1989 (summer data)"
"South IP",151,-33,"Cystophora moniliformis","Fucales",9.21,0.0651465798045602,"Steinberg 1989 (summer data)"
"South IP",151,-33,"Ecklonia radiata","Laminariales",5.63,0.357015985790408,"Steinberg 1989 (winter data)"
"North IP",151,33.25,"Dictyota flabellata","Dictyotales",4.04,0.0495049504950495,"Steinberg 1985"
"South IP",161.25,-9.15,"Turbinaria ornata","Fucales",0.26,0.0384615384615385,"Le Lann et al. 2012"
"South IP",161.25,-9.15,"Sargassum aquifolium","Fucales",0.21,0.0476190476190476,"Le Lann et al. 2012"
"South IP",161.25,-9.15,"Sargassum cristaefolium","Fucales",0.08,0.25,"Le Lann et al. 2012"
"South IP",161.25,-9.15,"Turbinaria decurrens","Fucales",1.03,0.0679611650485437,"Le Lann et al. 2012"
"South IP",166.7,-21.9833333333333,"Turbinaria ornata","Fucales",0.84,0.0476190476190476,"Le Lann et al. 2012"
"South IP",166.7,-21.9833333333333,"Turbinaria conoides","Fucales",0.95,0.0526315789473684,"Le Lann et al. 2012"
"South IP",166.816666666667,-22.3333333333333,"Sargassum aquifolium","Fucales",0.16,0.0625,"Le Lann et al. 2012"
"South IP",166.816666666667,-22.3333333333333,"Turbinaria conoides","Fucales",1.59,0.106918238993711,"Le Lann et al. 2012"
"South IP",174,-36.2666666666667,"Carpophyllum angustifolium","Fucales",10.14,0.0680473372781065,"Steinberg 1989 (summer data)"
"South IP",174,-36.2666666666667,"Carpophyllum flexuosum","Fucales",9.34,0.0685224839400428,"Steinberg 1989 (winter data)"
"South IP",174,-36.2666666666667,"Cystophora torulosa","Fucales",4.93,0.0466531440162272,"Steinberg 1989 (summer data)"
"South IP",174,-36.2666666666667,"Ecklonia radiata","Laminariales",9.28,0.0474137931034483,"Steinberg 1989 (summer data)"
"South IP",174,-36.2666666666667,"Carpophyllum maschalocarpum","Fucales",10.37,0.055930568948891,"Steinberg 1989 (summer data)"
"South IP",174,-36.2666666666667,"Lessonia variegata","Laminariales",1.3,0.207692307692308,"Steinberg 1989 (summer data)"
"South IP",179.333333333333,-18.0666666666667,"Sargassum polycystum","Fucales",0.59,0.186440677966102,"Le Lann et al. 2012"
"North Atlantic",19.5,58.8166666666667,"Fucus vesiculosus","Fucales",4.9,NA,"Forslund et al. 2012"
"North Atlantic",19.5,58.8166666666667,"Fucus radicans","Fucales",2.3,NA,"Forslund et al. 2012"
"North Atlantic",21.3333333333333,61.4666666666667,"Fucus vesiculosus","Fucales",6.01,0.207986688851913,"Koivikko et al. 2008"
"North Atlantic",21.6,59.8166666666667,"Fucus vesiculosus","Fucales",6.92,0.215317919075144,"Koivikko et al. 2008"
"North Atlantic",21.6666666666667,60.2333333333333,"Fucus vesiculosus","Fucales",9.34,0.947537473233405,"Hemmi et al. 2005"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",5.3,0.0188679245283019,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",6.1,0.147540983606557,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",3.1,0.0967741935483871,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",5.2,0.153846153846154,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",6.2,0.145161290322581,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",5,0.14,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",1.6,0.3125,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",9.9,0.151515151515152,"Ilvessalo & Tuomi 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",4.9,0.102040816326531,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",4.7,0.106382978723404,"Tuomi et al. 1989"
"North Atlantic",21.9833333333333,60.2333333333333,"Fucus vesiculosus","Fucales",4.8,0.25,"Tuomi et al. 1989"
"North Atlantic",22.3,60.1,"Fucus vesiculosus","Fucales",4.6,0.167391304347826,"Jormalainen et al. 2003"
"North Atlantic",22.5333333333333,60.35,"Fucus vesiculosus","Fucales",7.47,0.203480589022758,"Koivikko et al. 2008"
"North Atlantic",4.83333333333333,42.1833333333333,"Sargassum muticum","Fucales",8.25,NA,"Tanniou et al. 2013"
"North Atlantic",4.83333333333333,42.2166666666667,"Sargassum muticum","Fucales",7.25,NA,"Tanniou et al. 2013"
"North Atlantic",4.83333333333333,42.3333333333333,"Sargassum muticum","Fucales",5.63,NA,"Tanniou et al. 2013"
"North Atlantic",5,61,"Fucus vesiculosus","Fucales",4.8,NA,"Pedersen 1984"
"North Atlantic",5,61,"Ascophyllum nodosum","Fucales",0.8,NA,"Pedersen 1984"
"North IP",52.7833333333333,27.4666666666667,"Sargassum swartzii","Fucales",0.01,NA,"Sadati et al. 2011"
"North IP",52.7833333333333,27.4666666666667,"Cystoseira myrica","Fucales",0.01,NA,"Sadati et al. 2011"
"North IP",52.7833333333333,27.4666666666667,"Colpomenia sinuosa","Ectocarpales",0.01,NA,"Sadati et al. 2011"
"North IP",74.0333333333333,15.4833333333333,"Stoechospermum marginatum","Dictyotales",0.42,NA,"Rao & Untawale 1991"
"North IP",74.0333333333333,15.4833333333333,"Padina gymnospora","Dictyotales",0.91,NA,"Rao & Untawale 1991"
"North IP",74.0333333333333,15.4833333333333,"Spatoglossum asperum","Dictyotales",0.33,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Padina gymnospora","Dictyotales",0.5,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Padina tetrastromatica","Dictyotales",0.44,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Sargassum myriocystum","Fucales",1.68,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Sargassum wightii","Fucales",1.23,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Hydroclathrus clathratus","Ectocarpales",0.35,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Stoechospermum marginatum","Dictyotales",0.77,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Dictyota dichotoma","Dictyotales",0.67,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Sargassum myriocystum","Fucales",1.31,NA,"Rao & Untawale 1991"
"North IP",79.2,9.26666666666667,"Sargassum wightii","Fucales",1.09,NA,"Rao & Untawale 1991"
"North IP",83.25,17.7,"Sargassum vulgare","Fucales",0.67,NA,"Rao & Untawale 1991"
"North IP",83.25,17.7,"Rosenvingea rathragensis","Ectocarpales",0.37,NA,"Rao & Untawale 1991"
